------------------------

T2 Curve Fit Results
05.07.2019 17:40
------------------------

------------------------
Pulse Separ.  : 0.100 ms
Data Points   : 3000
Dummy Echoes  : 0
Expon. Order  : 1
Modifications : 0
Storing Data  : 0
------------------------



------------------------
SampleId: '1'
------------------------
Amplitude  :     90.8  %
         +/-      0.4  %
T2         :     1.17 ms
         +/-     0.01 ms
Offset     :    0.606  %
         +/-    0.010  %
------------------------

Bruker BioSpin GmbH: the minispec
DataType=1
DataLimits=0.27056,755.059,3000
DataUnit=ms,%
c:\users\bruker\documents\joao_ambrozetto\cpmg-amostraporbc\amostraporbc_cpmg.app
05.07.2019 17:44:11

0.27056	80.1357
0.52224	57.0047
0.77392	43.6545
1.0256	33.5759
1.27728	27.9262
1.52896	21.8321
1.78064	18.9316
2.03232	15.7234
2.284	13.8727
2.53568	12.5348
2.78736	10.9673
3.03904	9.47312
3.29072	8.98481
3.5424	7.808
3.79408	7.51013
4.04576	6.77279
4.29744	6.597
4.54912	6.13311
4.8008	5.43484
5.05248	5.39089
5.30416	4.96118
5.55584	4.97583
5.80752	5.19557
6.0592	4.73656
6.31088	4.48752
6.56256	4.3215
6.81424	4.20919
7.06592	4.0627
7.3176	4.11641
7.56928	3.86249
7.82096	3.55974
8.07264	3.60369
8.32432	4.17013
8.576	3.70624
8.82768	3.41325
9.07936	3.62811
9.33104	3.31559
9.58272	3.43278
9.8344	2.94448
10.0861	3.23258
10.3378	2.74916
10.5894	3.47673
10.8411	3.37419
11.0928	2.91518
11.3445	2.78334
11.5962	3.28141
11.8478	2.6222
12.0995	2.63685
12.3512	3.06167
12.6029	2.83217
12.8546	2.75404
13.1062	2.74916
13.3579	2.97866
13.6096	2.68079
13.8613	2.78822
14.113	2.59778
14.3646	2.79311
14.6163	2.43176
14.868	2.87612
15.1197	2.47571
15.3714	2.59778
15.623	2.44153
15.8747	2.3048
16.1264	2.66126
16.3781	2.50012
16.6298	2.14366
16.8814	2.79311
17.1331	2.17784
17.3848	2.09971
17.6365	2.5636
17.8882	2.28527
18.1398	1.96299
18.3915	2.2755
18.6432	1.89462
18.8949	2.50012
19.1466	1.73348
19.3982	1.92881
19.6499	2.41223
19.9016	2.00205
20.1533	2.15831
20.405	2.43664
20.6566	2.26085
20.9083	1.62117
21.16	2.08995
21.4117	2.3341
21.6634	2.12413
21.915	2.12413
22.1667	1.92881
22.4184	1.94345
22.6701	2.0167
22.9218	1.98252
23.1734	1.73348
23.4251	1.80673
23.6768	1.51863
23.9285	2.35363
24.1802	1.76766
24.4318	1.88486
24.6835	1.76766
24.9352	1.66512
25.1869	1.80185
25.4386	2.17784
25.6902	1.66512
25.9419	1.92881
26.1936	1.68954
26.4453	1.94345
26.697	1.47468
26.9486	1.70418
27.2003	1.81161
27.452	1.44538
27.7037	1.67977
27.9554	1.7286
28.207	1.30866
28.4587	1.56258
28.7104	1.7286
28.9621	1.58211
29.2138	1.63582
29.4654	1.72372
29.7171	1.74325
29.9688	1.72372
30.2205	1.76278
30.4722	1.67489
30.7238	1.13287
30.9755	1.73837
31.2272	1.37214
31.4789	1.52351
31.7306	1.4991
31.9822	1.74325
32.2339	1.77255
32.4856	1.4991
32.7373	1.4698
32.989	1.47468
33.2406	1.41608
33.4923	1.31842
33.744	1.31842
33.9957	1.25983
34.2474	1.57723
34.499	1.54793
34.7507	1.08892
35.0024	1.31354
35.2541	1.27936
35.5058	1.25006
35.7574	1.47468
36.0091	1.10357
36.2608	1.4991
36.5125	1.31354
36.7642	1.04986
37.0158	1.27936
37.2675	1.31842
37.5192	1.55281
37.7709	1.26471
38.0226	1.50886
38.2742	1.6993
38.5259	1.51375
38.7776	1.20123
39.0293	1.13775
39.281	1.37702
39.5326	1.41608
39.7843	1.14752
40.036	1.27936
40.2877	1.06451
40.5394	0.981493
40.791	1.39655
41.0427	1.1817
41.2944	1.22076
41.5461	0.918014
41.7978	1.52351
42.0494	1.4698
42.3011	1.64071
42.5528	1.54793
42.8045	1.20611
43.0562	1.211
43.3078	1.43562
43.5595	1.34284
43.8112	0.922897
44.0629	1.57234
44.3146	1.211
44.5662	0.75199
44.8179	1.25006
45.0696	0.991259
45.3213	1.15728
45.573	1.45027
45.8246	1.26471
46.0763	0.888715
46.328	1.24518
46.5797	1.19635
46.8314	0.75199
47.083	1.14263
