0.27024	81.3565
0.52176	77.4012
0.77328	75.1209
1.0248	71.6392
1.27632	69.7446
1.52784	66.6292
1.77936	64.9885
2.03088	62.2003
2.2824	60.8086
2.53392	58.2939
2.78544	57.0585
3.03696	54.8318
3.28848	53.7917
3.54	51.7701
3.79152	50.8179
4.04304	49.0063
4.29456	48.1859
4.54608	46.5745
4.7976	45.8567
5.04912	44.3869
5.30064	43.7424
5.55216	42.4435
5.80368	41.8722
6.0552	40.7198
6.30672	40.1826
6.55824	39.1572
6.80976	38.6786
7.06128	37.746
7.3128	37.326
7.56432	36.4764
7.81584	36.0857
8.06736	35.3631
8.31888	34.9773
8.5704	34.3474
8.82192	33.986
9.07344	33.4342
9.32496	33.0876
9.57648	32.609
9.828	32.277
10.0795	31.8473
10.331	31.5445
10.5826	31.1587
10.8341	30.8609
11.0856	30.5386
11.3371	30.2554
11.5886	29.9917
11.8402	29.7182
12.0917	29.4741
12.3432	29.2006
12.5947	28.9956
12.8462	28.7319
13.0978	28.5512
13.3493	28.3119
13.6008	28.1703
13.8523	27.9311
14.1038	27.8139
14.3554	27.5599
14.6069	27.472
14.8584	27.2474
15.1099	27.1546
15.3614	26.9349
15.613	26.8665
15.8645	26.6468
16.116	26.6029
16.3675	26.3831
16.619	26.3489
16.8706	26.1439
17.1221	26.1048
17.3736	25.9192
17.6251	25.8753
17.8766	25.6995
18.1282	25.68
18.3797	25.5042
18.6312	25.4846
18.8827	25.2991
19.1342	25.2991
19.3858	25.1331
19.6373	25.1233
19.8888	24.9622
20.1403	24.9377
20.3918	24.7912
20.6434	24.7815
20.8949	24.635
21.1464	24.6203
21.3979	24.4885
21.6494	24.4787
21.901	24.3567
22.1525	24.3274
22.404	24.2004
22.6555	24.176
22.907	24.0734
23.1586	24.0295
23.4101	23.9318
23.6616	23.9123
23.9131	23.8098
24.1646	23.7805
24.4162	23.6877
24.6677	23.6486
24.9192	23.5754
25.1707	23.5119
25.4222	23.4435
25.6738	23.4045
25.9253	23.3361
26.1768	23.2775
26.4283	23.2043
26.6798	23.175
26.9314	23.1066
27.1829	23.048
27.4344	22.9894
27.6859	22.9259
27.9374	22.8771
28.189	22.8136
28.4405	22.7745
28.692	22.7062
28.9435	22.6574
29.195	22.6183
29.4466	22.5548
29.6981	22.506
29.9496	22.462
30.2011	22.3839
